id,patron_id,library_id,date_checkout,date_returned
HUX-y4oXl04C,175aaf09a953c59618c8be63c948443b,223-222@5xc-jxr-tgk,,2018-04-16
IhgDAAAAYAAJ,adeef7f4eeb67012d7f9d8837147c738,226-222@5xc-jxj-7yv,,2018-04-24
li4WAAAAYAAJ,89ab63db901e5ae4ee15a8eacb7b305a,225-222@5xc-jtz-hkf,2018-09-07,2018-09-24
bRY9AAAAYAAJ,5a9abc4f4fba9fdb89709c371f3d21fa,zzw-222@5xc-jv4-789,2018-04-13,2018-04-27
PjQDAAAAQAAJ,f31c37f308a2c2d5fab3a1708b755f89,zzw-223@5xc-jv7-ct9,2018-01-19,2018-03-14
_L9IAAAAYAAJ,785973f81ea59c5abfa0d71ec3b16cd1,222-222@5xc-jxp-rp9,2018-11-19,2019-01-30
CW-7tHAaVR0C,a4d7adafe56c39ab03fc14781f6df9e9,224-222@5xc-jw2-t9z,2018-02-09,2018-03-03
FTMAAAAAQAAJ,f6c9c535e9750ab3351363d6b780ded5,222-222@5xc-jxp-rp9,2018-02-03,2018-07-06
g9rXVe6jmiQC,e10b5d850b70544ae5daf0d6cc4e506d,225-222@5xc-jtz-hkf,2018-10-31,2018-11-11
DMFS2GsTdO4C,1a4f87cdd12e52d0644397dcf859c216,23v-222@5xc-jv7-v4v,2100-11-24,2018-10-29
1IhDAQAAIAAJ,94b50533149629dd678d6869f67d8d92,zzw-222@5xc-jv4-789,2018-10-27,2109-07-27
V74zAQAAMAAJ,b88201e3b8f11e45414ffbd4ba0d2870,226-222@5xc-kc4-fpv,2018-06-13,2018-06-21
Bjk9AQAAIAAJ,ef9c79666e704c81b1842ceb09a3c0f2,22d-222@5xc-kcy-8sq,2120-09-06,2018-01-11
Un4rNUxkfOoC,140b6697c0f2e0206ec12fc6c085931a,zzw-222@5xc-knn-c5z,2018-11-30,2018-12-18
G4fves4jOuMC,18655dc2f6066a6a16e3920c5069dbb8,zzw-223@5xc-jv7-ct9,2018-05-24,2018-06-10
lMkmAQAAMAAJ,e9e7f92fa6335e0fa49002c42b945ab1,223-222@5xc-jxr-tgk,2018-10-02,2018-10-28
eddEAQAAMAAJ,a9b132d7c31b43e4cb7f0f48aa8e4a75,224-222@5xc-jw2-t9z,2018-02-05,2018-04-25
BZVBDwAAQBAJ,3f7725b5c5876cac351f19eb0b385710,223-222@5xc-jxr-tgk,2018-06-20,2018-07-13
Cr74DwAAQBAJ,68ffd180ca45b463d1c48ed302ce4213,222-222@5xc-jxp-rp9,2018-12-01,2018-12-28
eLgobuBJQXYC,c5e35a896cea6295c70488692f17d5c4,222-222@5xc-jxp-rp9,2018-11-05,1802-01-23
9q1LAQAAIAAJ,1e2c90aed459118903db72db5e32c184,zzw-222@5xc-jv4-789,2018-12-17,2019-05-10
QT21QytTCiUC,651fffb7a73f4df652ba22beb348d2fe,22d-222@5xc-kcy-8sq,2018-07-08,2018-07-23
li4WAAAAYAAJ,10e32ca7e08f7e2dad0272e94be970ef,224-222@5xc-jw2-t9z,2018-07-24,2018-07-30
teQaAQAAMAAJ,3a6df85313d3e5f959e3c28479bdbbd6,222-222@5xc-jvf-skf,2018-03-29,2018-04-20
b4wIAAAAQAAJ,3631093a730759f75e37ef297d38bf46,222-222@5xc-jv5-nt9,,2018-06-18
1hZrAAAAMAAJ,67c58e84779ed54389840e64b081d010,225-222@5xc-jtz-hkf,2018-01-08,2018-01-16
pIIkAQAAMAAJ,190df664476d0b0f2139e7607cc35780,zzw-223@5xc-jv7-ct9,2018-02-08,2018-02-19
LJnRT5e9_TIC,83d223b8dbbbde2fa423d3d7aa12f521,222-222@5xc-jvf-skf,2018-11-29,2018-12-20
qrhVAAAAcAAJ,c7086d4256c62c52122eaf9e8bed3fb2,224-222@5xc-jw2-t9z,2018-07-27,2018-08-03
pEWgAAAAMAAJ,082b69f326c282248a5c67572824cf19,222-222@5xc-jvf-skf,2018-07-20,2018-07-28
a-QDAAAAMBAJ,22f602e3e18cf57e85d9f7b73cae9a6d,23v-222@5xc-jv7-v4v,2018-10-21,1812-03-31
oObQOTJbpuoC,a87055b2f4561bf0cf6b72a17accc2df,222-222@5xc-jxp-rp9,2018-06-13,2018-06-28
sBmIDwAAQBAJ,9941da0a14a1ced68d9758e9e28573c9,226-222@5xc-kc4-fpv,2018-07-18,2018-10-30
eBcFQ3DUcQEC,655351a27a6cc7fc52259ae3ce936d92,zzw-222@5xc-jv4-789,2018-01-04,2018-01-20
FTMAAAAAQAAJ,802a6364be30fed42403f0928192d1c9,222-222@5xc-jvf-skf,2105-02-09,2018-03-13
EbxXAAAAMAAJ,a03a0ee6fd1d3795540f8cf68d803821,zzw-222@5xc-knn-c5z, 20180319,2018-04-01
4zqgXdITQuAC,d97c830eb467d101ac7dfbbed40d3a1a,zzw-222@5xc-knn-c5z,2018-05-23,2018-05-29
__RYAAAAYAAJ,19fa1a12772bb279eddac9d7417ffdbb,zzw-224@5xc-jwv-2rk,1801-08-25,2018-06-16
oObQOTJbpuoC,0790eadd4edf6d42daab0525e0bc2979,222-222@5xc-jxp-rp9,2018-03-31,2018-04-12
NwJbse1KaDMC,a395e5c0a343d5291ae6f0147b425dfc,222-222@5xc-kkw-bzf,2018-09-15,2018-10-05
MOewp6bCFfgC,089063a0df0b31391020f06a5bd0f21e,222-222@5xc-jvf-skf,2018-01-08,2018-01-25
ScdF1-vHvHwC,7f08204d048d5e7728aede8f5fbc5418,zzw-222@5xc-knn-c5z,2018-08-05,2018-08-22
h9QcAQAAMAAJ,1508b06b5fe856130a5b8b03419703dc,zzw-223@5xc-jv7-ct9,2018-01-30,2018-02-25
vZE-DwAAQBAJ,ded83bc84bd4499a6f4838b900b089a0,zzw-222@5xc-knn-c5z,2018-11-05,
Y1rFswEACAAJ,0a40c27cad3e73df780b24491b3e6a94,zzw-223@5xc-jv7-ct9,2018-01-22,2018-02-05
o_ALItXuXycC,e353de500959c99714fa2f7bbc5b5658,zzw-223@5xc-jv7-ct9,2018-11-12,2018-12-05
BdxRAQAAMAAJ,2ce7b4e56f184bcaf0ee43fd6762ac2e,zzw-223@5xc-jv7-ct9,2018-07-12,2115-11-05
Ci1HAQAAMAAJ,5461b72666ce6523e5ccfeb7e2bb2ed9,223-222@5xc-jxr-tgk,2018-03-08,2018-03-31
HUX-y4oXl04C,6bf2095d740f79d11b597376b1ed2484,22c-222@5xc-jwj-pvz,,2018-03-28
H31XAAAAMAAJ,18db842a5b5ddfccc3ef57e7484411cb,222-222@5xc-jvf-skf,2018-07-28,2018-02-28
lkObok4vI7sC,e3e301280fdf5073bbaefb03f3a49eb7,zzw-222@5xc-knn-c5z,2018-10-25,2018-11-09
1wOe6bVPZFIC,f0dac50ec38d1c4934e21b8d020ac5c5,224-222@5xc-jw2-t9z,2018-07-10,2018-07-18
iAzrAAAAIAAJ,91aa0e6ebaae25566f92912dfd1ea401,222-222@5xc-jvf-skf,2018-06-25,2018-07-11
oFWsXm1zZCcC,f6562b29243d5effcc98e671689a9455,22d-222@5xc-kcy-8sq,2018-10-29,2018-11-17
t1e3BWziAc8C,ed82913fd818372fed9055c0d104c06b,zzw-224@5xc-jwv-2rk,2018-02-02,2018-03-01
eddEAQAAMAAJ,2c06dd5c2bee8c4b1038bcf77e1dfb0e,23v-222@5xc-jv7-v4v,2018-11-28,2114-07-05
ZAtjZwZN5pcC,e5b992e1bba916f1cb85dea2f726d36a,222-222@5xc-jv5-nt9,2018-01-13,2018-01-18
4Z9JAAAAMAAJ,93c56577f57967cf3f0b0c49c484ca94,zzw-222@5xc-knn-c5z,2018-03-08,2018-03-17
NtxlrgEACAAJ,01a598a05c48fdd18461d6411f51a109,224-222@5xc-jw2-t9z,2018-02-16,2018-03-06
Ox4DAAAAQAAJ,f870d2740d4c7ed9184268884ed04f9f,222-222@5xc-jvf-skf,2018-03-22,1805-04-29
iAzrAAAAIAAJ,da21e8275a993683ef26013292edd911,zzw-222@5xc-jv4-789,2018-07-06,2018-07-29
4zqgXdITQuAC,6f476877ad84f711cab8e0b479342bbd,22d-222@5xc-kcy-8sq,2018-07-13,2018-07-29
TowQ7pwSvgUC,468f7012c45baede5d01653b31e4409b,225-222@5xc-jtz-hkf,2018-11-05,2018-11-10
eLgobuBJQXYC,94fd8d47394cae7da6be72fc69d444ea,227-222@5xc-jww-btv,2018-03-07,2018-03-25
9pZWAAAAcAAJ,1bdd9516f84ef0e5ac4127cad5306c33,22c-222@5xc-jwj-pvz,2018-12-24,
kdDDAgAAQBAJ,53213d43d37e7903bd2c5f8e788574ad,227-222@5xc-jww-btv,2018-03-21,2018-03-31
W4pIAQAAIAAJ,4b3b76604d3d0de24d0add48f045af83,228-222@5xc-jtz-hwk,2018-02-21,2018-03-04
frzDCQAAQBAJ,54a05156c97cd830cb76f2442719204e,227-222@5xc-jww-btv,2018-03-22,2018-05-22
3pK1bx6NZDMC,35f9ecce1cd888e8272b4b74db39eea4,228-222@5xc-jtz-hwk,2018-06-08,2018-11-25
1hZrAAAAMAAJ,a719f7da4ad17212fbeecb331a334ee4,222-222@5xc-jv5-nt9,2018-11-21,2018-12-16
7T9-BAAAQBAJ,0526206d0df407178a37776d84a30bbb,222-222@5xc-jvf-skf,2018-06-15,
5Wx6-uv-DSkC,791c4bd247d146f434433313abd4d613,zzw-224@5xc-jwv-2rk,1802-01-30,2018-03-02
1hZrAAAAMAAJ,8c57431ec3ebeead3a5b7198dadb919e,226-222@5xc-jxj-7yv,2018-03-01,2018-03-12
VYgqsn81c0sC,21499d45292fd43fc9b7a2884112edeb,22d-222@5xc-kcy-8sq,2018-11-28,2018-12-03
cg00-dlKDhUC,c0e83b18f1b15eaa47e5bfe9983ed4f5,22c-222@5xc-jwj-pvz,2018-11-13,2101-12-30
ljwyAQAAMAAJ,24a6036a142579de245acc76fd5ac665,zzw-223@5xc-jv7-ct9,2018-02-21,2018-03-06
_JTWMD_Cm-QC,bf0404e875587b27fe24e0e3f0592144,225-222@5xc-jtz-hkf,2018-09-06,2018-09-11
BHBVUs2fZC0C,f39168a175bdf287b239b294908d49d4,zzw-222@5xc-jv4-789,2018-07-09,2018-07-02
1fQuLiaGY4YC,bba8367718a8f97b351cfeb528ea37b5,226-222@5xc-jxj-7yv,1818-02-20,2018-12-05
b4wIAAAAQAAJ,bb6f56906058b6d6664f66d354f26b8e,225-222@5xc-jtz-hkf,2018-06-21,2018-07-07
f3SnKTZT_WMC,3196cda93a0d51df46769e334d405d65,228-222@5xc-jtz-hwk,,2018-05-28
DhbHyWW4BZcC,761448c0b8b2b629c5590f2c1f67bfe6,zzw-224@5xc-jwv-2rk,2018-10-04,2018-10-31
pIIkAQAAMAAJ,2d6ac8730c75ed1456c8773622d15856,zzw-222@5xc-jv4-789,2018-07-04,
4Z9JAAAAMAAJ,f0ccb8256b179eac615c00c880d6192a,222-222@5xc-jv5-nt9,,2018-04-02
eLgobuBJQXYC,3b63752791117e533e780b4017ca3b68,226-222@5xc-jxj-7yv,2018-03-26,2115-02-03
VSGQiN1YBqwC,58b92f45409deeb29238d1cb84207bc4,225-222@5xc-jtz-hkf,2018-09-09,2018-09-16
cg00-dlKDhUC,7dc411c27b0960557b28e517ba57b351,224-222@5xc-jw2-t9z,2018-02-27,2018-03-21
DUoJAAAAIAAJ,00c163085b7a6fcbf4541405663227d5,222-222@5xc-jxp-rp9,2018-10-04,2018-10-09
D0JSAQAAMAAJ,9fad6a24cd21189a65abb934f34b1d99,22d-222@5xc-kcy-8sq,2018-12-11,2101-06-17
53j1DwAAQBAJ,b31a290e371d72989eaed3ec7cfb2715,223-222@5xc-jxr-tgk,2018-08-20,
nndUAAAAMAAJ,f7929734fa3b9b9ae58025392f78bdce,228-222@5xc-jtz-hwk,2018-09-19,2018-10-16
xSYmAQAAIAAJ,fc08a2699fff66953b1f46dd92232ae0,228-222@5xc-jtz-hwk,,2018-07-16
_nE3AQAAMAAJ,7cc01528bf1bbb1388b5230fc6768e69,226-222@5xc-jxj-7yv,2018-06-01,2018-06-09
tjYSQXeKUA4C,6f95e26b2bd60caf31e368c8c57219dc,22c-222@5xc-jwj-pvz,1809-05-31,2018-02-20
IwsVEAAAQBAJ,151353956f3e816c0788ca733e770265,222-222@5xc-kkw-bzf,2018-02-15,2018-02-09
ScdF1-vHvHwC,db412916b391b2705b68882b09c7512e,222-222@5xc-kkw-bzf,2018-05-05,2018-05-10
egEeAQAAIAAJ,46efe9024f6097c531369c2be7410e73,23v-222@5xc-jv7-v4v,2018-03-05,1802-07-26
ygoFAAAAQAAJ,66ff05a4ed4e95a22520349a35895b4c,226-222@5xc-jxj-7yv,2018-10-22,2111-06-06
2uuX1zhTFakC,003b96590703c732382d2216906d6fa3,222-222@5xc-jxp-rp9,2018-04-25,2018-05-05
5f1FAQAAMAAJ,30bc181d7716b095119e14e2e7420f7b,222-222@5xc-jvf-skf,2018-07-07,2018-07-21
QlVB6ARdT7kC,88cb5055d3075970781a4b874543b8ba,222-222@5xc-jxp-rp9,2018-08-11,2018-08-24
kdDDAgAAQBAJ,30a204095833e190102b2d466bbe0327,225-222@5xc-jtz-hkf,2018-06-29,2018-07-22
CMlXAAAAMAAJ,dcefa6d2ee8919bf8c620a5bd0ecb5df,223-222@5xc-jxr-tgk,2018-05-12,1805-04-09
ScdF1-vHvHwC,d1847c8ede5c6a6afdc5233ca26048de,23v-222@5xc-jv7-v4v,2106-11-17,2018-04-28
mQTxAAAAMAAJ,dae6482d7e33dc8ae276a957f0c4bfe6,225-222@5xc-jtz-hkf,2018-06-18,2018-06-27
PkegAAAAMAAJ,0d96d9b6560a99d0e851037a29f6c11a,222-222@5xc-jvf-skf,2018-08-18,2018-09-04
eBcFQ3DUcQEC,7c249305f28c24ccb95e1ee853a46c54,223-222@5xc-jxr-tgk,2018-02-23,2018-03-09
2g0FAAAAQAAJ,c3305aab374b946badee08a78134e5ba,223-222@5xc-jxr-tgk,2018-03-01,2018-03-16
mR9eAgAAQBAJ,79aba093cc41da3ae041e263e19026e4,223-222@5xc-jxr-tgk,2018-12-11,2018-12-17
SSJMAAAAMAAJ,eb7bbacd964a191c4a912ce1fea49ce0,zzw-222@5xc-jv4-789,2018-10-31,20181111
PSmsBwAAQBAJ,fdad135846a966f69f100f345610015c,222-222@5xc-kkw-bzf,2018-05-05,2018-07-17
BTCUDwAAQBAJ,09bfd995bef066c0d2e94d767c7e039e,zzw-222@5xc-jv4-789,2018-06-09,2018-06-30
iGoXAQAAMAAJ,8242462549fcbf27b8d5a34e7efcb4f8,zzw-222@5xc-knn-c5z,2018-02-03,1814-04-23
bRY9AAAAYAAJ,87de526ac0f834b1d2fa83f17e3dacbd,222-222@5xc-jxp-rp9,2018-03-20,2018-04-02
hd-_y8FG8c4C,0cccb436e836e9bb565127cdcf854efb,226-222@5xc-jxj-7yv,2018-10-25,2019-03-25
crikJiTbRAAC,c0564d0249644552b520ef0e30c6f416,zzw-222@5xc-jv4-789,2018-11-30,2112-09-01
9q1LAQAAIAAJ,8a3f7b32574d67b653f9ec521aa25e67,227-222@5xc-jww-btv,2018-03-20,
rb8fRXEk0z8C,98e75e610d9a81f8129d4e4a27ef679c,222-222@5xc-jxp-rp9,2018-05-31,2018-06-19
D0JSAQAAMAAJ,90445281d218d906b72ffce5eb498956,222-222@5xc-kkw-bzf,2018-08-23,2018-09-07
eLgobuBJQXYC,e05b1aef159fd6f5b0a52d3c1fff5c94,22c-222@5xc-jwj-pvz,2018-01-18,2018-02-13
1Gc_SPKCZY8C,46dae4595aafc6a9adb57626e8acdd4c,226-222@5xc-kc4-fpv,2018-08-20,2018-09-09
Cr74DwAAQBAJ,f67815f58389a84401b7b7069cc62749,224-222@5xc-jw2-t9z,2018-11-07,2018-11-20
tjYSQXeKUA4C,3b79903cf7bb484e59f6731bc94fdb9f,226-222@5xc-kc4-fpv,2018-09-15,2018-09-23
it1BggypJ2oC,a424c96f5928b30c009ba28cb86f7951,222-222@5xc-jxp-rp9,2018-04-24,2018-05-20
_L9IAAAAYAAJ,cabf3c6c9dc75716566303b6effa9522,223-222@5xc-jxr-tgk,2018-11-06,2018-12-02
yai7kyQfq1gC,c83800e45daa787cdbd793520de44052,224-222@5xc-jw2-t9z,2018-05-26,2018-06-14
IhgDAAAAYAAJ,75cfbca5869a314e0fbb18cb6ee09ee7,222-222@5xc-kkw-bzf,2018-02-26,2018-03-08
G4fBLKAh-IUC,8ac69a8b6b389ee48bf74846a05bd9e2,22d-222@5xc-kcy-8sq,2018-01-07,2018-01-21
rNbuDwAAQBAJ,0a5baae1b492a04e70678467b93ecef7,224-222@5xc-jw2-t9z,2018-07-03,2018-12-03
uFy7zQEACAAJ,70e208d52acc4ef20613342f9319aada,223-222@5xc-jxr-tgk,2018-01-21,2018-01-30
hCVACwAAQBAJ,d03a5e4824a1ff482a46a924f42adee2,zzw-224@5xc-jwv-2rk,2018-05-09,2018-05-27
tCFxM82-w10C,22b2b2488aa1809d7e994e01cfc1e246,222-222@5xc-jv5-nt9,2018-04-26,2018-05-13
8OUDAAAAMBAJ,a48f002624016d856ed7fc6b6b5a2cab,224-222@5xc-jw2-t9z,2018-04-02,2018-06-22
1wOe6bVPZFIC,3147d19ab3b639cf40332365288fccff,zzw-224@5xc-jwv-2rk,2018-06-22,2018-07-17
lMkmAQAAMAAJ,99132746e203b805edf0159a6a710ee8,22d-222@5xc-kcy-8sq,2018-04-16,2018-04-21
a-QDAAAAMBAJ,a455cdf5fc619ff73fee98034e2d23a5,22d-222@5xc-kcy-8sq,2018-07-16,2018-07-22
sxF-zkQY-NsC,300121dca6db85b29e6f130e912cae2b,226-222@5xc-jxj-7yv,2018-06-09,2018-07-05
krW85fjSjR8C,7be82076cb8a9e03f5df7ff067c210d5,22d-222@5xc-kcy-8sq,2018-03-13,2018-03-24
VSGQiN1YBqwC,2a6bcf3291a926740baaf54b14f2bc36,zzw-223@5xc-jv7-ct9,2018-04-16,2018-04-21
1wOe6bVPZFIC,fc413a8339b0b070b012954065dbf275,zzw-224@5xc-jwv-2rk,2018-03-27,2117-12-17
DMFS2GsTdO4C,dd03a1ba9432a3d6a76a6cc2ea6485b7,222-222@5xc-jv5-nt9,2018-06-12,1814-04-28
DT2UBgAAQBAJ,4e689b78b5d1cc5c1eba5e1d18e0b039,226-222@5xc-kc4-fpv,2018-02-23,2018-03-19
QlVB6ARdT7kC,3b6133bcb4478ffd02c49bfb429886dc,zzw-222@5xc-jv4-789,2018-09-08,2018-10-03
ZjZOAAAAMAAJ,0dbfe4077fb31d5a5cf0e9636ecac677,228-222@5xc-jtz-hwk,2018-12-12,2018-12-31
z9-lHMQjvD0C,3ef3c7ce2784643320adc8bd98f53e94,222-222@5xc-jvf-skf,2018-02-16,2018-03-06
VL0QGySiaDMC,965778bdeba01f86ef7f5f0c2a287e50,222-222@5xc-jxp-rp9,2018-03-12,2018-04-05
SovM2UsP7nAC,542adcddd0b838c9250e278b330a9d4e,226-222@5xc-kc4-fpv,2018-07-28,2018-08-09
bRY9AAAAYAAJ,ee80979e385a8f7edc3570dee5bdd44c,226-222@5xc-jxj-7yv,2018-03-04,2018-03-23
CW-7tHAaVR0C,7c20f2ff4519ad02c231776df12e9cfb,22c-222@5xc-jwj-pvz,2103-11-02,2018-08-15
eddEAQAAMAAJ,319b9924bb26d8ff9f0e3810428bbadb,223-222@5xc-jxr-tgk,2018-04-01,2018-03-07
FTMAAAAAQAAJ,6c226e1cc86029c756dcfe52f77378ff,227-222@5xc-jww-btv,2018-07-14,2018-08-04
OQ6sDwAAQBAJ,6cb656e7539d0b8d454d43ac66f1d166,zzw-222@5xc-jv4-789,2018-04-12,2018-04-30
bz87AQAAMAAJ,2e927e5e6c8e5cda56af06d41d486758,227-222@5xc-jww-btv,2018-12-02,2018-12-22
qrhVAAAAcAAJ,0881060e02c0bb774637f1625028f3de,22d-222@5xc-kcy-8sq,2018-11-01,2018-11-08
hqafM0xZjqIC,73be8eaf0253d7bd0e910a07a1de77ef,222-222@5xc-kkw-bzf,2018-03-17,2018-03-28
DUoJAAAAIAAJ,96f99bcd7eb5ce855ca1e8dd50e919e5,23v-222@5xc-jv7-v4v,2018-08-04,1813-08-19
nxbe7rKy5kkC,bffba3a01417b01da049b347e9de41a6,222-222@5xc-kkw-bzf,2018-01-28,2018-02-13
sxF-zkQY-NsC,f7e46c32cf76649919922c03e6f5037b,222-222@5xc-jvf-skf,2018-01-27,
rNbuDwAAQBAJ,d9029b16c397177e6e8a34cf993aa220,zzw-222@5xc-knn-c5z,2018-08-10,2019-01-08
FTMAAAAAQAAJ,27181515af16e3d34899a4f0d3bd70b6,zzw-222@5xc-knn-c5z,2018-07-09,2018-07-15
SSJMAAAAMAAJ,0db58a819c854ffcf874bf76357271bf,zzw-222@5xc-jv4-789,2018-07-10,2018-08-01
7T9-BAAAQBAJ,3f11d6f31737bfff0277ff03c1b67137,zzw-224@5xc-jwv-2rk,2018-12-30,2019-01-07
ala3BgAAQBAJ,0a64c872b8a797b0273ce06efcced285,225-222@5xc-jtz-hkf,2018-09-23,2018-10-09
vZE-DwAAQBAJ,49c57a15ae727e5421120f9b89ab0441,22d-222@5xc-kcy-8sq,2018-01-23,2018-01-30
Xy5RAAAAYAAJ,4cf184e530900f570122d18b3820d5d9,23v-222@5xc-jv7-v4v,2018-12-12,2018-12-21
__RYAAAAYAAJ,5e6901984b1e13f92595beacbedf3bad,226-222@5xc-kc4-fpv,2018-06-17,2018-06-24
2hoDAAAAQAAJ,06fd5e7f2b05c3be66ac8527564b6bd0,22c-222@5xc-jwj-pvz,2018-12-05,
SSJMAAAAMAAJ,558d7dd550c9b3fd52c639ebf6b0b8c9,22d-222@5xc-kcy-8sq,2018-01-22,2018-02-15
EbxXAAAAMAAJ,09fb2085226fd0faef2352858da5bec6,226-222@5xc-jxj-7yv,2018-04-11,2100-03-26
BZVBDwAAQBAJ,198e9d66dea415280004687a3b6e13a4,224-222@5xc-jw2-t9z,2018-01-05,1819-01-18
D0JSAQAAMAAJ,d9552a519c6c450ef1fa0aee79ca75d5,227-222@5xc-jww-btv,2018-08-17,2018-09-12
tvo3LZ-Qms0C,55d08186b5b687c5dedd3cd2d155356c,226-222@5xc-kc4-fpv,1806-11-28,2018-06-06
qrhVAAAAcAAJ,e7f7c712e7c82a0745c9c6bab39e7afc,226-222@5xc-kc4-fpv,2018-10-01,2018-10-06
krW85fjSjR8C,b6983efdca77c9bb207623889f6cb717,22d-222@5xc-kcy-8sq,2106-01-25,2018-05-28
FRgQAAAAIAAJ,a4c65b65b29a8ed19807ec9b1d145e0a,222-222@5xc-jv5-nt9,,2018-05-07
qrhVAAAAcAAJ,e1630edc1d6bee80460b9dc9cc0c8454,223-222@5xc-jxr-tgk,2018-10-18,2018-10-26
ZAtjZwZN5pcC,af9fccf2871dc250df058ddaf4a5a2c0,zzw-222@5xc-knn-c5z,2018-12-04,2018-12-24
tCFxM82-w10C,2e162be9ad049d5889629ebc7d8065be,zzw-223@5xc-jv7-ct9,2018-05-07,2018-05-19
rZcXAQAAMAAJ,2a0044b2db5ff104374b74d742f94d10,zzw-224@5xc-jwv-2rk,2018-12-07,2018-12-24
PNjmAAAAMAAJ,bfa2f87c703ae1f79b792fbd49eff22d,225-222@5xc-jtz-hkf,2018-01-25,2018-02-01
1hZrAAAAMAAJ,205ede8a2d039edf20c8605ded5db38e,22c-222@5xc-jwj-pvz,2018-03-15,2018-03-21
mR9eAgAAQBAJ,69538da792d8ca334d17d201092a9143,226-222@5xc-kc4-fpv,2018-04-11,2018-04-17
XNwDAAAAMBAJ,710fa7504c2f5acf4e0dc5fef73d3340,225-222@5xc-jtz-hkf,2018-06-12,2018-06-19
T7tYAAAAYAAJ,7bb04626d0beac72f92edc6879914c6b,226-222@5xc-kc4-fpv,2018-05-29,2018-06-13
HY5qgKfwmsEC,9f0b4db43cea4d633384ffa61895417e,223-222@5xc-jxr-tgk,2018-03-28,2018-07-01
1fQuLiaGY4YC,bd78f9bd3566f0e987c7b88c4944a888,226-222@5xc-kc4-fpv,2018-01-09,2018-03-08
DhbHyWW4BZcC,29f07fc5e6e09ae3473e1252dd671721,222-222@5xc-kkw-bzf,2018-11-27,2018-12-13
Bjk9AQAAIAAJ,c315913584b00888097ac423e97ea34b,22d-222@5xc-kcy-8sq,1801-07-04,2018-06-20
pIIkAQAAMAAJ,33024b7fe16e1455324371c705db4fa4,zzw-222@5xc-jv4-789,2018-11-11,2018-11-28
iAzrAAAAIAAJ,b47d2166915db8014219cf8527aa7956,228-222@5xc-jtz-hwk,2018-09-28,1812-09-30
9dkDAAAAMBAJ,071ece782605476341cc81990128d6ad,zzw-223@5xc-jv7-ct9,2018-12-22,2019-01-11
B7JZ3D7WU80C,a0d3c60f0dd78a91f204e36eb845dad7,222-222@5xc-jvf-skf,2018-05-03,2018-05-17
8dcDAAAAMBAJ,4e918459b80ae161e0c925f859863770,222-222@5xc-jv5-nt9,2018-01-01,2018-01-09
53j1DwAAQBAJ,345aae61002f99e031d5a9dc513ac0e3,226-222@5xc-kc4-fpv,2018-01-28,2018-02-18
2mtCAAAAYAAJ,70993a420eb5109f74e09a02a3013221,222-222@5xc-jxp-rp9,2018-02-21,2018-02-27
hicJUlOuqGUC,980239b057cd6e91c9f70691a6659dc9,222-222@5xc-jv5-nt9,2018-12-17,2018-12-25
k1id3CBVsQ4C,1c7c6c7f0570a636dd4a8168643bee0d,225-222@5xc-jtz-hkf,2018-12-31,2019-01-07
Q14YAAAAYAAJ,3f3950df89c7c90dfa45fd5f14386982,225-222@5xc-jtz-hkf,2018-01-03,2018-01-27
VRlFAQAAMAAJ,5e665cb7c7b6dab9273e58c38898d7d8,222-222@5xc-jv5-nt9,2018-04-02,2018-04-10
bz87AQAAMAAJ,994663b252fc3a7208a2e1b7437f7e46,222-222@5xc-jv5-nt9, 2018 01 03,2018-01-22
8OUDAAAAMBAJ,922ea99321e1d2dfe992586e8ecf8f4a,222-222@5xc-jxp-rp9,2018-05-02,2018-07-31
ljwyAQAAMAAJ,133653096d1dfddbbec5a3a7d50de5b8,zzw-222@5xc-knn-c5z,2018-05-02,2018-05-24
FpwRAAAAYAAJ,0e9b49f10a14a6c61b36c55a461ac278,zzw-222@5xc-knn-c5z,2018-08-25,2018-09-19
zTRBTjCv110C,5001e30c369fd0464cbe136775ff8ccb,224-222@5xc-jw2-t9z,2018-08-09,2018-07-18
nndUAAAAMAAJ,655ade4454dbffcdd5ca853f32ce3132,224-222@5xc-jw2-t9z,2018-02-15,2018-02-21
p2C0y3hbe5EC,954a68f9cbc83d36e06ce241dfd69cb7,222-222@5xc-kkw-bzf,2018-03-20,2107-07-06
DlN0CAAAQBAJ,2e08ca62f7701e50d9c056f035eddd65,zzw-222@5xc-jv4-789,2018-09-10,2018-12-31
1wOe6bVPZFIC,a0a5fbc2b65e62aa59a1abe900938b30,225-222@5xc-jtz-hkf,2018-04-05,2018-04-15
dXbSBQAAQBAJ,5eaa5160839b99d5ce39ab6f03cb81bd,226-222@5xc-jxj-7yv,2018-05-05,2018-05-27
IhgDAAAAYAAJ,a670477447201642267098956523a6cc,22c-222@5xc-jwj-pvz,2018-10-10,2018-10-30
moG9m2rGrTUC,ac99c5b8927f585043562f1b781d6200,zzw-223@5xc-jv7-ct9,2018-10-02,2018-10-17
1IhDAQAAIAAJ,1f37c6884a2584cf577e2f16f2fdc35b,228-222@5xc-jtz-hwk,2018-02-05,2018/02/17
vZE-DwAAQBAJ,5e1f3c4215992f0b20a2e0c76294c63d,222-222@5xc-jxp-rp9,2018-03-01,2018-03-15
ygoFAAAAQAAJ,5a874cfc3dda6a83cc55d4b39519071f,223-222@5xc-jxr-tgk,2018-05-30,2018-06-23
